StockCode,Description,NumberOfOrders,NumberOfCustomers,TotalQty,TotalPrice,AvgUnitPrice
21801,CHRISTMAS TREE DECORATION WITH BELL,124,124,1215,515.14,0.4239835390946502
21802,CHRISTMAS TREE HEART DECORATION,181,181,2124,919.9799999999993,0.4331355932203387
21803,CHRISTMAS TREE STAR DECORATION,198,198,2390,1031.5599999999997,0.4316150627615062
21804,WHITE CHRISTMAS GARLAND STARS TREES,65,65,225,830.0300000000001,3.6890222222222224
21807,WHITE CHRISTMAS STAR DECORATION,30,30,439,189.42000000000004,0.43148063781321194
21808,"CHRISTMAS GARLAND STARS,TREES",48,48,181,641.5800000000004,3.5446408839779027
21809,CHRISTMAS HANGING TREE WITH BELL,117,117,1966,1119.5600000000006,0.5694608341810786
21810,CHRISTMAS HANGING STAR WITH BELL,250,250,5886,2949.0400000000004,0.5010261637784574
21811,HANGING HEART WITH BELL,243,243,4806,2668.680000000004,0.5552808988764053
21812,GARLAND WITH HEARTS AND BELLS,103,103,380,1681.92,4.426105263157895
21813,GARLAND WITH STARS AND BELLS,114,114,542,2245.8199999999997,4.1435793357933575
21814,HEART T-LIGHT HOLDER ,15,15,78,117.57000000000001,1.5073076923076925
21815,STAR  T-LIGHT HOLDER ,29,29,159,271.67999999999995,1.7086792452830186
21816,CHRISTMAS TREE T-LIGHT HOLDER,7,7,34,49.3,1.45
21817,GLITTER CHRISTMAS TREE,58,58,912,414.6300000000001,0.45463815789473694
21818,GLITTER HEART DECORATION,162,162,2740,1322.4999999999998,0.48266423357664223
21819,GLITTER CHRISTMAS STAR ,123,123,2473,1067.8199999999997,0.4317913465426606
21820,GLITTER HEART GARLAND WITH BELLS ,91,91,302,1267.220000000001,4.196092715231791
21821,GLITTER STAR GARLAND WITH BELLS ,63,63,239,992.0500000000003,4.150836820083684
21822,GLITTER CHRISTMAS TREE WITH BELLS,99,99,737,754.75,1.0240841248303936
21823,PAINTED METAL HEART WITH HOLLY BELL,97,97,1373,854.7400000000005,0.622534595775674
21824,PAINTED METAL STAR WITH HOLLY BELLS,116,116,1893,1068.010000000001,0.5641891178024305
21826,EIGHT PIECE DINOSAUR SET,36,36,122,181.43000000000004,1.4871311475409839
21827,EIGHT PIECE CREEPY CRAWLIE SET,3,3,6,7.5,1.25
21828,EIGHT PIECE SNAKE  SET,84,84,333,439.53999999999974,1.3199399399399392
21829,DINOSAUR KEYRINGS ASSORTED,176,176,6765,1460.7399999999968,0.21592609016999215
21830,ASSORTED CREEPY CRAWLIES,97,97,2621,1107.07,0.42238458603586415
21832,CHOCOLATE CALCULATOR,199,199,935,1758.7499999999955,1.8810160427807439
21833,CAMOUFLAGE LED TORCH,170,170,2696,4543.729999999997,1.6853597922848653
21836,GINGHAM OVEN GLOVE RED HEART ,3,3,5,26.490000000000002,5.298
21839,,1,1,1,5.45,5.45
21841,BABY MOUSE RED GINGHAM DRESS,21,21,74,314.5,4.25
21843,RED RETROSPOT CAKE STAND,570,570,1691,18884.75000000011,11.167800118273275
21844,RED RETROSPOT MUG,166,166,1828,5112.039999999996,2.796520787746169
21845,DAIRY MAID STRIPE MUG,90,90,1855,1645.4500000000016,0.8870350404312677
21846,PINK DIAMANTE PEN IN GIFT BOX,101,101,412,1147.5699999999993,2.785364077669901
21847,GREEN  DIAMANTE PEN IN GIFT BOX,33,33,76,178.88999999999993,2.3538157894736833
21849,SILVER DIAMANTE PEN IN GIFT BOX,65,65,175,558.8299999999998,3.1933142857142847
21850,BLUE  DIAMANTE PEN IN GIFT BOX,53,53,94,340.0800000000001,3.617872340425533
21851,LILAC DIAMANTE PEN IN GIFT BOX,63,63,141,454.98999999999995,3.2268794326241133
21864,UNION JACK FLAG PASSPORT COVER ,184,184,809,2001.790000000007,2.474400494437586
21865,PINK UNION JACK  PASSPORT COVER ,106,106,274,625.2300000000001,2.2818613138686135
21866,UNION JACK FLAG LUGGAGE TAG,193,193,750,1296.1300000000003,1.7281733333333338
21867,PINK UNION JACK  LUGGAGE TAG,121,121,353,486.4999999999996,1.3781869688385258
21868,POTTING SHED TEA MUG,310,310,2394,3162.8399999999983,1.3211528822055132
21870,I CAN ONLY PLEASE ONE PERSON MUG,166,166,1389,1828.959999999999,1.3167458603311728
21871,SAVE THE PLANET MUG,355,355,4769,5940.269999999997,1.2456007548752352
21872,GLAMOROUS  MUG,142,142,1280,1442.2599999999993,1.1267656249999995
21873,IF YOU CAN'T STAND THE HEAT MUG,120,120,1530,1737.9799999999996,1.1359346405228756
21874,GIN AND TONIC MUG,301,301,2959,4122.219999999998,1.3931125380196008
21875,KINGS CHOICE MUG,151,151,2027,2394.379999999999,1.1812432165762206
21876,POTTERING MUG,337,337,3754,4775.609999999993,1.272139051678208
21877,HOME SWEET HOME MUG,359,359,4366,5808.009999999999,1.3302817224003662
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,226,226,2511,2162.0000000000077,0.8610115491835952
21879,HEARTS GIFT TAPE,94,94,1178,386.7700000000004,0.32832767402376944
21880,RED RETROSPOT TAPE,241,241,1891,850.9799999999983,0.4500158646218923
21881,CUTE CATS TAPE,79,79,1102,383.10999999999984,0.347649727767695
21882,SKULLS TAPE,70,70,706,252.47000000000006,0.35760623229461763
21883,STARS GIFT TAPE ,134,134,1652,725.23,0.439001210653753
21884,CAKES AND BOWS GIFT  TAPE,93,93,1166,413.76,0.3548542024013722
21888,BINGO SET,379,379,1675,6610.79,3.946740298507463
21889,WOODEN BOX OF DOMINOES,583,583,6376,8829.79,1.384847867001255
21890,S/6 WOODEN SKITTLES IN COTTON BAG,235,235,1146,3671.059999999997,3.2033682373472927
21891,TRADITIONAL WOODEN SKIPPING ROPE,429,429,8099,10466.679999999957,1.2923422644770906
21892,TRADITIONAL WOODEN CATCH CUP GAME ,413,413,3183,4305.910000000009,1.3527835375432011
21894,POTTING SHED SEED ENVELOPES,130,130,597,908.3300000000004,1.5214907872696823
21895,POTTING SHED SOW 'N' GROW SET,2,2,2,12.72,6.36
21896,POTTING SHED TWINE,112,112,978,2269.3400000000006,2.3203885480572604
21897,POTTING SHED CANDLE CITRONELLA,3,3,405,1268.1899999999998,3.131333333333333
21898,POTTING SHED ROSE CANDLE,25,25,493,1541.1100000000006,3.125983772819474
21899,GARAGE KEY FOB,282,282,2641,1733.2700000000043,0.6562930708065143
21900,"KEY FOB , SHED",374,374,3229,2197.820000000008,0.6806503561474165
21901,"KEY FOB , BACK DOOR ",309,309,1823,1274.6400000000058,0.6991991223258397
21902,"KEY FOB , FRONT  DOOR ",211,211,1966,1264.9700000000032,0.6434231943031552
21903,MAN FLU METAL SIGN,182,182,1149,2467.03,2.147110530896432
21904,HOUSE WRECKING METAL SIGN ,23,23,51,107.1,2.1
21905,MORE BUTTER METAL SIGN ,160,160,761,823.7100000000004,1.082404730617609
21906,PHARMACIE FIRST AID TIN,179,179,564,4356.0599999999995,7.7235106382978715
21907,I'M ON HOLIDAY METAL SIGN,369,369,2360,5004.079999999988,2.120372881355927
21908,CHOCOLATE THIS WAY METAL SIGN,467,467,3747,7701.820000000003,2.0554630370963447
21910,WAY OUT METAL SIGN ,8,8,36,59.399999999999984,1.6499999999999995
21911,GARDEN METAL SIGN ,30,30,102,183.41000000000003,1.798137254901961
21912,VINTAGE SNAKES & LADDERS,391,391,1790,7062.7000000000035,3.9456424581005605
21913,VINTAGE SEASIDE JIGSAW PUZZLES,146,146,395,1554.5799999999988,3.93564556962025
21914,BLUE HARMONICA IN BOX ,598,598,7843,10298.55999999998,1.313089379064131
21915,RED  HARMONICA IN BOX ,664,664,21866,26247.829999999933,1.2003946766669684
21916,SET 12 RETRO WHITE CHALK STICKS,360,360,4576,1963.8299999999938,0.4291586538461525
21917,SET 12 KIDS  WHITE CHALK STICKS,225,225,4143,1698.5699999999972,0.40998551774076686
21918,SET 12 KIDS COLOUR  CHALK STICKS,370,370,7184,2943.9499999999916,0.40979259465478723
21922,UNION STRIPE WITH FRINGE  HAMMOCK,206,206,899,6952.309999999996,7.7333815350389274
21925,UNION STRIPE CUSHION COVER ,67,67,397,496.25,1.25
21926,RED/CREAM STRIPE CUSHION COVER ,62,62,400,492.4,1.2309999999999999
21927,BLUE/CREAM STRIPE CUSHION COVER ,99,99,584,722.4,1.236986301369863
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,803,803,10205,20670.019999999953,2.025479666829981
21929,JUMBO BAG PINK VINTAGE PAISLEY,866,866,10785,22794.069999999952,2.113497450162258
21930,JUMBO STORAGE BAG SKULLS,701,701,6447,14024.919999999871,2.175418023887059
21931,JUMBO STORAGE BAG SUKI,1189,1189,13320,30167.79000000002,2.2648490990991004
21932,SCANDINAVIAN PAISLEY PICNIC BAG,444,444,2691,4946.630000000013,1.8382125603864783
21933,PINK VINTAGE PAISLEY PICNIC BAG,411,411,2663,4929.58000000001,1.8511378144949342
21934,SKULL SHOULDER BAG,411,411,2411,4463.780000000002,1.8514226462048948
21935,SUKI  SHOULDER BAG,528,528,3392,6296.960000000017,1.8564150943396278
21936,RED RETROSPOT PICNIC BAG,540,540,3931,11513.990000000096,2.9290231493258956
21937,STRAWBERRY   PICNIC BAG,251,251,1692,4854.599999999996,2.8691489361702103
21942,SKULLS DESIGN FLANNEL,102,102,275,302.8099999999998,1.1011272727272718
21943,CAKES AND RABBITS DESIGN FLANNEL ,50,50,119,134.48999999999992,1.1301680672268901
21944,KITTENS DESIGN FLANNEL,100,100,337,310.18999999999977,0.9204451038575661
21945,STRAWBERRIES  DESIGN FLANNEL ,105,105,358,373.3399999999995,1.042849162011172
21946,PARTY TIME DESIGN FLANNEL,25,25,86,75.34999999999998,0.8761627906976742
21947,SET OF 6 HEART CHOPSTICKS,152,152,813,1142.1500000000015,1.4048585485854876
21948,SET OF 6 CAKE CHOPSTICKS,153,153,641,979.4800000000005,1.5280499219968806
21949,SET OF 6 STRAWBERRY CHOPSTICKS,144,144,801,1054.440000000001,1.3164044943820237
21955,DOORMAT UNION JACK GUNS AND ROSES,206,206,1230,7597.020000000001,6.176439024390245
21967,PACK OF 12 SKULL TISSUES,232,232,5275,1583.4100000000008,0.3001725118483414
21972,SET OF 36 DINOSAUR PAPER DOILIES,67,67,333,496.17999999999967,1.490030030030029
21973,SET OF 36 MUSHROOM PAPER DOILIES,31,31,158,229.09999999999994,1.4499999999999995
21974,SET OF 36 PAISLEY FLOWER DOILIES,362,362,2158,3457.15000000001,1.602015755329013
21975,PACK OF 60 DINOSAUR CAKE CASES,596,596,12269,6081.849999999985,0.4957086967152975
21976,PACK OF 60 MUSHROOM CAKE CASES,395,395,5201,2871.000000000001,0.5520092289944243
21977,PACK OF 60 PINK PAISLEY CAKE CASES,863,863,24753,12189.470000000003,0.4924441481840586
21980,PACK OF 12 RED RETROSPOT TISSUES ,300,300,6555,2083.4799999999996,0.31784591914569027
21981,PACK OF 12 WOODLAND TISSUES ,272,272,5475,1652.6299999999994,0.3018502283105022
21982,PACK OF 12 SUKI TISSUES ,356,356,7611,2303.749999999994,0.30268690053869324
21983,PACK OF 12 BLUE PAISLEY TISSUES ,156,156,2277,770.7100000000005,0.33847606499780436
21984,PACK OF 12 PINK PAISLEY TISSUES ,214,214,3413,1099.5499999999995,0.32216525051274525
21985,PACK OF 12 HEARTS DESIGN TISSUES ,426,426,8803,2737.629999999998,0.3109882994433713
21986,PACK OF 12 PINK POLKADOT TISSUES,189,189,4067,1197.7299999999984,0.29449963117777195
21987,PACK OF 6 SKULL PAPER CUPS,173,173,2100,1338.2000000000005,0.6372380952380955
21988,PACK OF 6 SKULL PAPER PLATES,193,193,2321,1862.7500000000027,0.8025635501938831
21989,PACK OF 20 SKULL PAPER NAPKINS,335,335,2412,2235.65000000001,0.926886401326704
21990,MODERN FLORAL STATIONERY SET,362,362,1667,2865.450000000009,1.7189262147570539
21991,BOHEMIAN COLLAGE STATIONERY SET,211,211,623,1065.8200000000018,1.7107865168539353
21992,VINTAGE PAISLEY STATIONERY SET,435,435,1913,3529.120000000013,1.8448092002091026
21993,FLORAL FOLK STATIONERY SET,424,424,1931,3348.3400000000124,1.7339927498705399
22016,Dotcomgiftshop Gift Voucher £100.00,1,1,1,83.33,83.33
22021,BLUE FELT EASTER EGG BASKET,71,71,365,610.4499999999995,1.672465753424656
22023,EMPIRE BIRTHDAY CARD,147,147,1206,538.7200000000014,0.4466998341625219
22024,RAINY LADIES BIRTHDAY CARD,214,214,2418,1028.7700000000004,0.42546319272125743
22025,RING OF ROSES BIRTHDAY CARD,131,131,1835,761.0500000000006,0.41474114441416926
22026,BANQUET BIRTHDAY  CARD  ,161,161,1644,712.080000000001,0.43313868613138745
22027,TEA PARTY BIRTHDAY CARD,365,365,4224,1821.8699999999922,0.4313139204545436
22028,PENNY FARTHING BIRTHDAY CARD,263,263,3042,1304.139999999994,0.4287113740959875
22029,SPACEBOY BIRTHDAY CARD,527,527,8173,3392.6099999999806,0.4150997185855843
22030,SWALLOWS GREETING CARD,274,274,5551,2247.9699999999925,0.40496667267158937
22031,BOTANICAL LAVENDER BIRTHDAY CARD,81,81,492,220.5500000000002,0.44827235772357765
22032,BOTANICAL LILY GREETING CARD,60,60,427,181.98000000000008,0.42618266978922736
22033,BOTANICAL ROSE GREETING CARD,22,22,337,141.95000000000002,0.42121661721068254
22034,ROBIN CHRISTMAS CARD,5,5,-2,-0.02000000000000024,0.01000000000000012
22035,VINTAGE CARAVAN GREETING CARD ,137,137,1464,622.360000000002,0.4251092896174877
22037,ROBOT BIRTHDAY CARD,354,354,3977,1715.4799999999923,0.43135026401810217
22038,BOTANICAL LAVENDER GIFT WRAP ,19,19,475,199.5,0.42
22039,BOTANICAL LILY GIFT WRAP,8,8,225,94.5,0.42
22040,BOTANICAL ROSE GIFT WRAP,28,28,725,304.5,0.42
22041,"RECORD FRAME 7"" SINGLE SIZE ",362,362,4336,11260.809999999958,2.597050276752758
22042,CHRISTMAS CARD SINGING ANGEL,40,40,399,168.3300000000001,0.4218796992481205
22043,CHRISTMAS CARD SCREEN PRINT ,64,64,1238,304.5,0.24596122778675283
22044,CHRISTMAS CARD STACK OF PRESENTS,36,36,816,196.44000000000008,0.24073529411764716
22045,SPACEBOY GIFT WRAP,208,208,6477,2652.34,0.40950131233595805
22046,TEA PARTY  WRAPPING PAPER ,73,73,2216,914.72,0.4127797833935018
22047,EMPIRE GIFT WRAP,107,107,3400,1384.0,0.40705882352941175
22048,BIRTHDAY BANQUET GIFT WRAP,33,33,950,383.0,0.4031578947368421
22049,WRAP CHRISTMAS SCREEN PRINT,33,33,1050,285.75,0.27214285714285713
22050,PINK PAISLEY ROSE GIFT WRAP,41,41,1200,488.0,0.4066666666666667
22051,BLUE SCANDINAVIAN PAISLEY WRAP,39,39,1000,420.0,0.42
22052,VINTAGE CARAVAN GIFT WRAP,27,27,600,252.0,0.42
22053,EMPIRE DESIGN ROSETTE,29,29,4243,3605.1699999999996,0.8496747584256421
22055,MINI CAKE STAND  HANGING STRAWBERY,224,224,1359,2048.739999999999,1.5075349521707129
22057,CERAMIC PLATE STRAWBERRY DESIGN,64,64,536,596.3999999999997,1.1126865671641786
22059,CERAMIC STRAWBERRY DESIGN MUG,179,179,1766,2058.480000000002,1.165617214043036
22060,LARGE CAKE STAND HANGING HEARTS,39,39,217,1031.7500000000002,4.754608294930876
22061,LARGE CAKE STAND  HANGING STRAWBERY,160,160,567,4078.959999999999,7.193932980599646
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,74,74,582,677.0300000000003,1.1632817869415812
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,125,125,584,1370.3999999999996,2.3465753424657527
22064,PINK DOUGHNUT TRINKET POT ,253,253,1698,2498.5999999999954,1.4714958775029419
22065,CHRISTMAS PUDDING TRINKET POT ,248,248,6729,3448.810000000002,0.5125293505721508
22066,LOVE HEART TRINKET POT,137,137,2250,1049.0999999999985,0.466266666666666
22067,CHOC TRUFFLE GOLD TRINKET POT ,72,72,406,636.1199999999998,1.5667980295566497
22068,BLACK PIRATE TREASURE CHEST,145,145,518,841.9299999999994,1.6253474903474892
22069,BROWN  PIRATE TREASURE CHEST ,146,146,416,996.7999999999993,2.3961538461538443
22070,SMALL RED RETROSPOT MUG IN BOX ,119,119,653,2021.6100000000001,3.095880551301685
22071,SMALL WHITE RETROSPOT MUG IN BOX ,89,89,444,1207.5499999999995,2.719707207207206
22072,RED RETROSPOT TEA CUP AND SAUCER ,169,169,835,2759.920000000001,3.3052934131736538
22073,RED RETROSPOT STORAGE JAR,71,71,324,1298.640000000001,4.008148148148151
22074,6 RIBBONS SHIMMERING PINKS ,200,200,1391,1221.5200000000011,0.8781595974119346
22075,6 RIBBONS ELEGANT CHRISTMAS ,200,200,1788,2483.5400000000036,1.3890044742729326
22076,6 RIBBONS EMPIRE  ,225,225,1260,1669.5299999999995,1.3250238095238092
22077,6 RIBBONS RUSTIC CHARM,956,956,9149,17149.269999999964,1.8744420155208181
22078,RIBBON REEL LACE DESIGN ,192,192,1381,2948.410000000003,2.1349818971759618
22079,RIBBON REEL HEARTS DESIGN ,322,322,1881,3298.890000000005,1.7537958532695401
22080,RIBBON REEL POLKADOTS ,156,156,1211,2011.7300000000007,1.6612138728323704
22081,RIBBON REEL FLORA + FAUNA ,135,135,644,1176.4999999999982,1.8268633540372643
22082,RIBBON REEL STRIPES DESIGN ,407,407,2693,4683.330000000001,1.7390753806164132
22083,PAPER CHAIN KIT RETROSPOT,615,615,4602,13994.340000000026,3.040925684485012
22084,PAPER CHAIN KIT EMPIRE,438,438,5148,15002.020000000015,2.914145299145302
22085,PAPER CHAIN KIT SKULLS ,97,97,548,1566.990000000002,2.8594708029197116
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1151,1151,18902,63791.94000000004,3.37487779070998
22087,PAPER BUNTING WHITE LACE,323,323,4013,11669.430000000022,2.907906802890611
22088,PAPER BUNTING COLOURED LACE,239,239,1837,5511.849999999989,3.000462710941747
22089,PAPER BUNTING VINTAGE PAISLEY,272,272,1424,4460.379999999998,3.1322893258426956
22090,PAPER BUNTING RETROSPOT,798,798,7492,22594.56000000019,3.015824879871889
22091,EMPIRE TISSUE BOX,166,166,1984,1024.4699999999993,0.5163659274193545
22092,BLUE PAISLEY TISSUE BOX,89,89,672,322.17999999999967,0.47943452380952334
22093,MOTORING TISSUE BOX,161,161,1823,809.0799999999987,0.4438178826110799
22094,RED RETROSPOT TISSUE BOX,205,205,2107,1098.2299999999996,0.5212292358803985
22095,LADS ONLY TISSUE BOX,139,139,1641,1599.3500000000024,0.9746191346739808
22096,PINK PAISLEY SQUARE TISSUE BOX ,117,117,1367,584.4799999999993,0.42756400877834627
22097,SWALLOW SQUARE TISSUE BOX,146,146,1600,735.6699999999989,0.45979374999999933
22098,BOUDOIR SQUARE TISSUE BOX,178,178,1919,973.0799999999983,0.507076602397081
22099,CARAVAN SQUARE TISSUE BOX,154,154,1437,793.3999999999995,0.5521224773834373
22100,SKULLS SQUARE TISSUE BOX,59,59,757,356.45999999999975,0.4708850726552176
22101,MIRROR MOSAIC VOTIVE HOLDER,68,68,1114,1926.8100000000002,1.7296319569120289
22102,MIRROR MOSAIC T-LIGHT HOLDER ,30,30,902,551.0399999999998,0.6109090909090907
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,27,27,778,726.3799999999997,0.9336503856041126
22104,MIRROR MOSAIC CANDLE PLATE,59,59,288,343.7099999999997,1.193437499999999
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,32,32,334,619.8199999999998,1.8557485029940115
22106,MIRROR MOSAIC HURRICANE LAMP ,47,47,228,741.6300000000001,3.252763157894737
22107,PIZZA PLATE IN BOX,183,183,573,2081.8099999999986,3.6331762652705035
22108,PING! MICROWAVE PLATE,62,62,152,415.0900000000003,2.730855263157897
22109,FULL ENGLISH BREAKFAST PLATE,300,300,1609,6814.260000000002,4.235090118085769
22110,BIRD HOUSE HOT WATER BOTTLE,280,280,1171,4909.589999999994,4.192647309991455
22111,SCOTTIE DOG HOT WATER BOTTLE,774,774,4537,23965.390000000123,5.282210711924206
22112,CHOCOLATE HOT WATER BOTTLE,861,861,5898,32317.30000000008,5.479365886741282
22113,GREY HEART HOT WATER BOTTLE,565,565,3204,12701.080000000009,3.9641323345817754
22114,HOT WATER BOTTLE TEA AND SYMPATHY,642,642,5666,32692.490000000027,5.76994175785387
22115,METAL SIGN EMPIRE TEA,228,228,1549,2020.9100000000005,1.304654615881214
22116,METAL SIGN HIS DINNER IS SERVED,148,148,563,610.22,1.0838721136767318
22117,METAL SIGN HER DINNER IS SERVED ,94,94,1320,3896.449999999999,2.95185606060606
22118,JOY WOODEN BLOCK LETTERS,89,89,232,901.4599999999998,3.8856034482758615
22119,PEACE WOODEN BLOCK LETTERS,104,104,350,1759.620000000002,5.02748571428572
22120,WELCOME  WOODEN BLOCK LETTERS,189,189,514,5157.539999999994,10.034124513618664
22121,NOEL WOODEN BLOCK LETTERS ,133,133,352,2159.700000000002,6.135511363636369
22123,PING MICROWAVE APRON,122,122,509,1069.17,2.1005304518664047
22124,SET OF 2 TEA TOWELS PING MICROWAVE,76,76,150,309.10999999999996,2.060733333333333
22125,UNION JACK HOT WATER BOTTLE ,3,3,13,139.86,10.758461538461539
22127,PARTY CONES CARNIVAL ASSORTED,22,22,404,504.88,1.2497029702970297
22128,PARTY CONES CANDY ASSORTED,79,79,1706,2057.53,1.2060550996483002
22129,PARTY CONES CANDY DECORATION,100,100,1194,1231.5200000000013,1.031423785594641
22130,PARTY CONE CHRISTMAS DECORATION ,112,112,2132,2560.1000000000013,1.2007973733583495
22131,FOOD CONTAINER SET 3 LOVE HEART ,289,289,2038,3950.2400000000066,1.9382924435721327
22132,RED LOVE HEART SHAPE CUP,155,155,1026,928.8300000000006,0.9052923976608193
22133,PINK LOVE HEART SHAPE CUP,133,133,816,770.7299999999997,0.944522058823529
22134,MINI LADLE LOVE HEART RED ,162,162,890,419.4199999999993,0.47125842696629133
22135,MINI LADLE LOVE HEART PINK,179,179,568,322.80000000000047,0.5683098591549304
22136,LOVE HEART SOCK HANGER,85,85,378,679.4799999999999,1.7975661375661374
22137,BATHROOM SET LOVE HEART DESIGN,14,14,82,237.98,2.902195121951219
22138,BAKING SET 9 PIECE RETROSPOT ,951,951,4880,23928.620000000174,4.903405737704953
22139,RETROSPOT TEA SET CERAMIC 11 PC ,978,978,4485,22717.51000000019,5.065219620958794
22141,CHRISTMAS CRAFT TREE TOP ANGEL,455,455,2780,6440.690000000006,2.3167949640287793
22142,CHRISTMAS CRAFT WHITE FAIRY ,375,375,3239,4934.589999999998,1.523491818462488
22144,CHRISTMAS CRAFT LITTLE FRIENDS,545,545,4038,9588.780000000017,2.3746359583952494
22145,,1,1,30,63.0,2.1
22146,,1,1,1,1.95,1.95
22147,FELTCRAFT BUTTERFLY HEARTS,480,480,5353,7523.2899999999745,1.405434335886414
22148,EASTER CRAFT 4 CHICKS ,188,188,1924,3899.900000000007,2.0269750519750556
22149,FELTCRAFT 6 FLOWER FRIENDS,552,552,5455,11215.580000000004,2.0560183318056837
22150,3 STRIPEY MICE FELTCRAFT,467,467,3019,5903.939999999979,1.9555945677376545
22151,PLACE SETTING WHITE HEART,336,336,14260,6010.3299999999945,0.4214817671809253
22152,PLACE SETTING WHITE STAR,107,107,2404,1051.820000000001,0.4375291181364397
22153,ANGEL DECORATION STARS ON DRESS,134,134,2583,1104.8499999999997,0.42773906310491666
22154,ANGEL DECORATION 3 BUTTONS ,165,165,3742,1635.41,0.43704168893639767
22155,STAR DECORATION RUSTIC,141,141,2406,1114.2900000000004,0.463129675810474
22156,HEART DECORATION WITH PEARLS ,265,265,2093,2026.6200000000051,0.9682847587195438
22157,ANGEL DECORATION WITH LACE PADDED,11,11,212,180.19999999999996,0.8499999999999999
22158,3 HEARTS HANGING DECORATION RUSTIC,310,310,3438,11873.130000000032,3.45349912739966
22161,HEART DECORATION RUSTIC HANGING ,340,340,5064,1642.5999999999983,0.3243680884676142
22162,HEART GARLAND RUSTIC PADDED,93,93,255,808.7900000000001,3.1717254901960787
22163,HEART STRING MEMO HOLDER HANGING,124,124,850,1023.0299999999993,1.2035647058823522
22164,STRING OF STARS CARD HOLDER,15,15,78,250.21999999999997,3.2079487179487174
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",145,145,414,3315.4499999999966,8.008333333333326
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,89,89,204,1590.5499999999995,7.7968137254901935
22167, OVAL WALL MIRROR DIAMANTE ,159,159,232,2351.3199999999993,10.134999999999996
22168,ORGANISER WOOD ANTIQUE WHITE ,82,82,130,1094.8,8.42153846153846
22169,FAMILY ALBUM WHITE PICTURE FRAME,384,384,1166,10096.70999999995,8.659271012006819
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,265,265,1049,6858.949999999993,6.538560533841748
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,392,392,1699,12869.759999999953,7.574902884049413
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,497,497,2345,7493.9299999999785,3.1957057569296285
22174,PHOTO CUBE,318,318,3239,6013.430000000004,1.8565699289904303
22175,PINK OWL SOFT TOY,173,173,877,2594.229999999997,2.9580729760547286
22176,BLUE OWL SOFT TOY,117,117,511,1533.9300000000019,3.0018199608610603
22178,VICTORIAN GLASS HANGING T-LIGHT,1050,1050,23854,32549.569999999956,1.3645329923702505
22179,SET 10 NIGHT OWL LIGHTS,295,295,938,7053.999999999994,7.520255863539439
22180,RETROSPOT LAMP,166,166,314,3366.690000000001,10.721942675159239
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,59,59,564,477.95999999999987,0.847446808510638
22182,CAKE STAND VICTORIAN FILIGREE SMALL,124,124,371,1415.6300000000017,3.8157142857142903
22183,CAKE STAND VICTORIAN FILIGREE MED,129,129,320,1907.059999999997,5.959562499999991
22184,CAKE STAND VICTORIAN FILIGREE LARGE,37,37,54,454.86000000000024,8.423333333333337
22185,SLATE TILE NATURAL HANGING,162,162,1510,2291.4399999999987,1.5175099337748337
22186,RED STAR CARD HOLDER,153,153,795,1865.3300000000004,2.346327044025158
22187,GREEN CHRISTMAS TREE CARD HOLDER,193,193,1262,3230.9799999999973,2.5602060221870024
22188,BLACK HEART CARD HOLDER,183,183,4870,12483.220000000014,2.563289527720742
22189,CREAM HEART CARD HOLDER,519,519,8283,23431.870000000075,2.8289110225763703
22190,LOCAL CAFE MUG,116,116,676,1057.7100000000007,1.5646597633136106
22191,IVORY DINER WALL CLOCK,430,430,1108,9317.449999999986,8.409250902527063
22192,BLUE DINER WALL CLOCK,368,368,933,8020.990000000003,8.59698821007503
22193,RED DINER WALL CLOCK,464,464,1379,11689.619999999975,8.476881798404623
22194,BLACK DINER WALL CLOCK,45,45,64,608.69,9.51078125
22195,LARGE HEART MEASURING SPOONS,374,374,1978,3723.96,1.8826895854398382
22196,SMALL HEART MEASURING SPOONS,474,474,2824,2735.1300000000188,0.968530453257797
22197,POPCORN HOLDER,1408,1408,56450,50987.47000000005,0.9032324180690886
22198,LARGE POPCORN HOLDER ,100,100,982,1801.5600000000004,1.8345824847250514
22199,FRYING PAN RED RETROSPOT,169,169,460,1893.8399999999997,4.117043478260869
22200,FRYING PAN PINK POLKADOT,141,141,394,1794.4799999999984,4.554517766497458
22201,FRYING PAN BLUE POLKADOT,89,89,191,708.2999999999996,3.7083769633507835
22202,MILK PAN PINK POLKADOT,38,38,63,315.6,5.0095238095238095
22203,MILK PAN RED RETROSPOT,147,147,401,1475.6299999999999,3.679875311720698
22204,MILK PAN BLUE POLKADOT,80,80,192,650.7900000000003,3.3895312500000014
22206,"MUG , DOTCOMGIFTSHOP.COM ",5,5,5,4.17,0.834
